LAT,LON,depth
14.36667,74.725,9.97
14.38417,74.86194,6.9
14.3875,74.80833,6.9
14.38944,74.93917,4.7
14.40694,74.8875,4.1
14.48278,74.87444,6.3
14.36833,74.41194,3.55
14.41694,74.55417,1.55
14.47111,74.45944,1.9
14.525,74.40417,1.35
14.55694,74.35139,2.1
14.52361,74.60139,3.65
14.54028,74.68611,3.74
14.55806,74.7625,12.8
14.57806,74.90611,5.13
14.59583,74.87917,5.55
14.625,74.87361,11.55
14.68333,74.88333,6.2
14.66944,74.28889,1.65
14.76917,74.1625,0.58
14.88222,74.15083,1.8
14.89111,74.18417,5.17
14.90278,74.28333,1.63
14.90389,74.3025,1.97
14.90944,74.2425,4.75
14.875,75.04861,5.7
14.81389,74.93583,2.25
14.80833,74.89167,6.04
15.05833,74.85,11.56
14.95833,74.725,9.17
14.96667,74.73333,5.93
15.24167,74.60833,8.68
15.12917,74.40833,8.88
15.13333,74.4,4.44
14.9875,74.38333,1.86
15.16667,74.63333,2.15
15.16667,74.475,8.79
14.55,74.31667,5.81
14.575,74.36667,5.78
14.53333,74.66667,6
14.53333,74.84167,3.56
14.53417,75.01889,16.48
14.66389,74.32778,6.55
14.66667,74.3,2.36
14.09167,74.49167,4.65
14.1,74.49167,6.81
14.19167,74.475,4.09
14.28611,74.45278,15.55
14.35417,74.425,2.7
14.4,74.47917,5.57
14.25278,74.78333,5.52
14.35,74.9,7.01
14.3625,74.70417,4.11
14.3625,74.79722,11.06
14.43889,74.87639,4.57
14.51667,74.84167,4.08
14.4,74.4,6.14
14.425,74.425,8.94
14.425,74.60556,3.95
14.49306,74.425,6.61
14.68333,74.93333,6.37
14.725,74.26667,6.54
14.825,74.34861,4.12
14.78333,74.25,0.74
14.8,74.13333,0.93
14.82083,74.13333,1.8
14.85417,74.12972,1
14.9,74.15,0.98
14.77083,75.01667,8.13
14.98333,75.075,1.7
15.24194,74.62583,1.2
15.05639,74.34778,0.9
26.17917,80.70417,3.37
26.21944,80.7625,5.47
26.76389,80.575,3.06
26.95833,80.18889,12.36
26.43889,80.88333,6.95
26.35556,80.82083,2.2
26.57361,80.75278,6.39
26.69444,80.43333,2.95
26.64167,80.46111,1.54
26.40972,80.84444,5.75
26.4875,80.73056,1.18
26.86389,80.60139,1.01
26.90417,80.50417,5.61
26.45972,80.78194,4.85
26.37917,80.64722,6.34
26.52833,80.675,1.1
26.55,80.475,9.75
26.45972,80.40833,4.39
26.55556,80.40417,14.81
26.65,80.63333,3.61
26.73472,80.46583,8.79
26.73333,80.34167,10.45
26.275,80.80833,9.84
31.49583,76.175,2.86
31.80444,75.98667,17.22
31.74167,76.2,0.96
31.77917,75.99583,8.26
31.6625,76.0625,8.28
31.5625,76.12917,4.04
31.70417,76.00417,8.83
31.6,76.12083,7.63
31.37083,76.25417,11.83
31.70417,76.07083,5.91
31.5375,76.20417,2.48
31.46667,76.2625,2.18
31.475,76.21389,4.72
31.4875,76.24167,5.48
31.45333,76.23806,3.59
31.35583,76.31722,4.86
31.37806,76.30694,5.86
31.39528,76.29889,5.12
31.42028,76.27806,7.89
31.47306,76.17833,15.22
31.54361,76.14056,15.01
31.53528,76.40639,0.58
31.54111,76.31111,1.24
31.62361,76.34194,0.82
31.5925,76.12611,3.34
31.68333,76.11667,5.55
31.69111,76.035,22.76
31.75361,76.01083,22.07
31.7925,75.98583,1.92
31.50417,76.22917,2.22
23.34861,81.19028,10.92
23.36667,81.04,23.3
23.46444,80.90639,6.62
23.46556,80.74667,1.13
23.32194,81.29778,5.96
23.95528,80.92639,0.69
23.63,80.92222,2.85
23.525,80.82083,6.57
23.525,80.83944,7.5
23.39278,80.98278,5.34
23.40889,80.68333,1.13
23.66444,80.94361,2.52
23.86944,81.00472,11.15
23.36667,81.04,5.52
23.72139,81.02083,4.97
23.28611,75.65194,5.7
23.39861,76.01333,3.83
23.50417,76.155,2.15
23.54889,75.9025,1.46
23.23306,76.01833,5.87
23.23361,76.01806,7.42
23.26667,76.06167,6.3
23.42611,75.2825,7.85
23.44778,75.41028,3.12
23.43917,75.87611,3.74
23.44722,75.8375,4.15
23.49111,75.66667,1.7
23.31056,75.79222,6.66
23.08,75.90194,7.71
23.20361,75.64778,2.62
23.20417,75.67528,5.59
23.22167,75.95139,5.88
23.25444,75.81556,4.77
23.25639,75.71111,2.63
23.04472,75.37889,7.41
23.10833,75.45278,6.62
23.09861,75.73,16.3
23.16444,75.81167,3.15
23.18583,75.78222,4.2
23.14417,75.55417,4.57
23.16389,75.26389,1.02
23.15722,75.62389,2.28
23.16389,75.26389,1.11
23.095,75.42556,8.09
23.34472,75.84917,3.3
23.34083,76.03889,2.6
23.33528,75.55444,5.12
23.16444,75.81167,3.16
23.19722,75.86667,1.45
23.04056,75.94806,2.8
23.06861,75.91389,9.29
23.47306,75.97139,12.2
23.34056,76.04028,2.57
23.34556,76.03972,32.95
23.49278,75.895,9.78
23.50222,76.07222,2.3
23.33556,75.54944,3.84
23.42556,75.28333,0.95
23.5325,75.57083,4.21
23.48944,75.66528,1.6
23.49028,75.66528,1.65
23.60278,75.75889,8.25
23.44722,75.8375,2.7
23.46167,75.79611,2
13.25194,74.79556,8.29
13.27111,74.78778,10.06
13.2725,74.76694,8.05
13.2825,74.74833,8.06
13.32111,74.87861,8.58
13.32917,74.90417,8.47
13.34583,74.75806,8.14
13.355,74.80722,7.12
13.75444,74.78278,7.76
13.81972,74.63444,2.47
13.82639,74.80194,7.46
13.83194,74.74417,7.42
13.83417,74.73611,6.31
13.84833,74.67333,6.07
13.225,74.75,7.14
13.2375,74.74694,5.22
13.24722,74.74722,7.25
13.43556,74.74417,7.25
13.54028,74.99167,8.43
13.51806,74.97444,7.56
13.78333,74.71667,5.08
13.80472,74.67583,0.71
13.86667,74.8,10.23
13.33333,74.75,11.11
13.35,74.7,3.58
13.35,74.86667,6.18
13.426396,74.80054975,6.4065
13.41014479,74.80341472,6.373441176
13.39389359,74.80627969,6.340382353
13.37764238,74.80914466,6.307323529
13.36139118,74.81200963,6.274264706
13.34513997,74.8148746,6.241205882
13.32888876,74.81773957,6.208147059
13.31263756,74.82060454,6.175088235
13.29638635,74.82346951,6.142029412
13.28013515,74.82633449,6.108970588
13.26388394,74.82919946,6.075911765
13.24763274,74.83206443,6.042852941
13.23138153,74.8349294,6.009794118
13.21513032,74.83779437,5.976735294
13.19887912,74.84065934,5.943676471
13.18262791,74.84352431,5.910617647
13.16637671,74.84638928,5.877558824
13.1501255,74.84925425,5.8445
13.13387429,74.85211922,5.811441176
13.11762309,74.85498419,5.778382353
13.10137188,74.85784916,5.745323529
13.08512068,74.86071413,5.712264706
13.06886947,74.8635791,5.679205882
13.05261826,74.86644407,5.646147059
13.03636706,74.86930904,5.613088235
13.02011585,74.87217401,5.580029412
13.00386465,74.87503899,5.546970588
12.98761344,74.87790396,5.513911765
12.97136224,74.88076893,5.480852941
12.95511103,74.8836339,5.447794118
12.93885982,74.88649887,5.414735294
12.92260862,74.88936384,5.381676471
12.90635741,74.89222881,5.348617647
12.89010621,74.89509378,5.315558824
12.873855,74.89795875,5.2825
12.85760379,74.90082372,5.249441176
12.84135259,74.90368869,5.216382353
12.82510138,74.90655366,5.183323529
12.80885018,74.90941863,5.150264706
12.79259897,74.9122836,5.117205882
12.77634776,74.91514857,5.084147059
32.87972,75.12556,4.5
32.89556,75.13528,2.6
32.905,75.0825,0.7
32.91306,75.03833,3.05
32.64167,75.33611,5.9
32.67944,75.2425,1.8
32.78139,75.27278,0.6
32.80639,75.31,5.3
32.86556,74.99528,2.43
32.89667,75.02389,5.6
32.94444,75.03472,2.35
32.83583,75.27083,1.73
32.85028,75.18194,1.94
24.55,73.91667,1.05
24.55556,74.20083,7.5
24.78333,73.98333,11.05
24.78333,73.46667,2.45
24.19333,73.7,2.62
24.15,73.83333,1.31
24.21667,73.86667,1.88
24.35556,73.35,2.9
24.24972,73.29889,2.54
24.15,73.35,0.65
24.49583,73.6125,1.24
24.56333,73.65694,5.52
24.57778,73.77639,0.88
24.43333,74.26667,1.36
24.575,74.16667,7.83
24.71667,73.91667,1.32
24.8,73.46667,0.4
24.83333,73.53333,0.56
24.85833,73.42917,2.07
24.7,73.75,0.12
24.575,74.16667,3.36
24.75,73.83333,1.42
23.98333,73.53333,0.91
24.16667,74.05,1.5
24.17194,73.98528,0.4
24.33694,74.01611,1.79
24.17083,73.34306,4.02
24.225,73.35417,2.62
24.27222,73.68333,2.72
24.55222,73.71389,2.8
24.35722,74.35361,11.71
24.00139,73.75833,0.84
24.06667,73.43333,0.62
24.08333,74.03333,2.65
24.125,74.04667,4.58
24.07194,74.06806,2.4
24.08333,73.85,0.92
24.295,74.075,1.93
24.3,73.36667,3.9
24.44833,73.99167,3.67
24.625,73.68333,2.72
24.61667,74.01667,10.14
13.44444,76.50278,3.2
13.45028,76.46222,8.95
13.52778,76.50278,8.23
13.58333,76.53333,13.87
13.69722,77.20083,5.85
13.00556,76.95833,3.17
13.025,77.01667,11.4
13.26917,76.56528,10.03
13.15833,77.02778,18.6
13.33333,77.1,10.85
13.16667,76.81833,7.67
13.59167,76.48333,7.35
13.64167,77.19167,2.64
13.66667,77.06667,1.55
13.66667,77.2,3.56
13.675,77.075,22.8
13.71667,77.25833,44.8
13.37083,76.47917,2.65
13.38889,76.42361,4.3
13.4,76.44167,3.2
13.40556,76.4125,5.3
13.41389,76.94444,3.55
13.4275,77.25306,1.35
13.51306,77.17861,4.3
13.32222,76.96389,1.55
13.73222,77.19083,3.87
13.76833,77.24444,2.25
13.80222,77.20222,3.56
13.74028,76.91972,4.85
14.01944,77.20556,4.1
14.05139,77.16806,4.87
14.05694,77.10556,3.65
14.14306,77.18889,7.76
13.02917,77.03333,19.6
13.50833,77.01667,17.6
13.5,76.76667,49.3
13.25,76.49167,5.57
13.25833,76.47917,32.8
13.24167,76.86667,32.8
13.52222,77.23889,3.76
13.5375,77.075,27.8
13.51667,77.23333,3.5
13.51806,77.23472,1.85
13.47083,77.23889,3.35
13.475,77.24167,2.2
13.46667,76.48333,3.98
13.75,77.2,3.5
13.76667,77.24167,2.13
13.82917,77.20417,7.55
13.87278,77.22722,2.8
13.74167,76.9,13.9
13.75,76.9,6
14.1,77.28333,2.58
14.15833,77.29167,7.57
14.175,77.0875,1.09
12.975,76.88333,21.8
13.07222,76.75833,3.7
13.075,76.76667,14.8
13.16111,76.66667,2.34
13.16667,76.66667,17.27
13.15833,76.55833,2.73
13.09444,76.475,7.17
13.30833,76.65833,37.6
13.33333,77.1,3.32
13.40833,77.025,17
13.325,77.15,4.6
13.43333,76.90833,24.47
13.30417,76.94167,5.49
13.56667,77.24167,1.47
13.43333,77.23333,0.7
25.81167,75.475,0.95
25.89583,75.83333,4.05
25.86389,75.28056,2.02
25.81667,76.23278,14.75
25.89167,76.17917,19.2
26.04083,75.88889,2.76
26.18333,75.575,3.93
26.01389,75.48889,1.2
26.05833,75.80833,3.15
26.05833,75.875,5.1
26.24167,75.85,3.3
26.09167,75.83333,3.3
26.28333,75.38333,8.75
26.23833,75.1875,4.92
25.975,75.96611,1.43
25.96667,76.08333,8.99
