LAT,LON,depth
25.99861,75.68333,2.59
26.39167,75.4875,2.4
26.36667,75.93333,18.05
25.88333,75.56667,7.5
12.65,79.525,2.7
12.59167,79.625,3.77
12.76667,79.26667,3
12.26667,78.94167,8.39
31.98333333,74.86666667,6.4
31.50805556,75.12083333,20.2
31.5375,74.68333333,17.1
31.57916667,74.71666667,17.8
31.60416667,74.59166667,18.2
31.55416667,75.17083333,16.7
31.58333333,75.2375,16.3
31.58333333,75.3,16.5
31.66666667,75.25,14.5
31.5625,75.10833333,19.4
31.56666667,75.03333333,19.43
31.57916667,74.875,21.2
31.60833333,75,20.3
31.67083333,75.00972222,19.3
31.58333333,75.17916667,16.7
31.64166667,75.1375,16.6
31.6625,75.07916667,17.7
31.66666667,75.16388889,12.6
31.71666667,75.1375,14.3
31.63196881,75.18552632,17.5477193
31.63275487,75.20059942,17.61180702
31.63354094,75.21567252,17.67589474
31.634327,75.23074561,17.73998246
31.63511306,75.24581871,17.80407018
31.63589912,75.26089181,17.86815789
31.63668519,75.27596491,17.93224561
31.63747125,75.29103801,17.99633333
31.63825731,75.30611111,18.06042105
31.63904337,75.32118421,18.12450877
31.63982944,75.33625731,18.18859649
31.6406155,75.35133041,18.25268421
31.64140156,75.36640351,18.31677193
31.64218762,75.38147661,18.38085965
31.64297369,75.39654971,18.44494737
31.64375975,75.41162281,18.50903509
22.37638889,72.99722222,25.53
22.34583333,72.83333333,2.1
22.35555556,72.89722222,15.64
22.40972222,72.90138889,17.04
22.40416667,72.67222222,4.63
22.42083333,72.79444444,13.38
22.275,72.76666667,3.3
22.575,72.97222222,10.04
22.48611111,72.66111111,2.6
22.45833333,72.80277778,1.49
22.475,72.8,12.58
22.54166667,72.81666667,5.19
22.50833333,72.98222222,20.85
22.51111111,72.98194444,21.15
22.69166667,73.05416667,3.81
22.37638889,72.99722222,24.97
22.40972222,72.90138889,14.8
22.48611111,72.66111111,2.23
22.475,72.8,13.08
22.54444444,73.07083333,15.74
22.63222222,73.00416667,5.16
13.94305556,77.27083333,18.33
13.95833333,77.24166667,5.15
13.97277778,77.73138889,1.17
13.91944444,78.19861111,11.5
13.96666667,77.16666667,8.9
14.025,77.99166667,9.6
14.04722222,78.03888889,3.23
14.64444444,77.35833333,14.9
14.67166667,77.45833333,10.08
14.675,77.60833333,7.8
14.12638889,76.97777778,36.5
14.07222222,77.58166667,14.58
14.08333333,77.58888889,15.16
14.24305556,78.2625,12
14.7,76.85,8.5
14.19166667,78.16388889,3.97
14.70277778,76.85555556,13.79
14.84166667,77.25,7.46
14.90833333,78.00833333,16.4
15.00833333,77.41666667,7.82
15.05,77.875,9.93
15.10833333,77.625,10.8
15.11666667,77.64305556,4.81
14.27111111,77.62222222,14.73
14.27,78.0575,4.32
14.34027778,77.99305556,12
14.35333333,78.0375,1.32
14.41166667,77.72,2.82
14.69166667,77.65833333,13.8
13.7,77.48888889,16.26
13.975,77.775,7.67
13.84166667,77.1,18
15.16805556,77.37638889,1.64
13.8,77.60833333,6.57
13.91666667,77.71666667,4.91
13.88527778,77.20055556,6.01
13.95666667,77.10833333,6.37
13.78762866,77.40792544,6.711947368
13.72638033,77.38829532,6.524323308
13.665132,77.3686652,6.336699248
13.60388367,77.34903509,6.149075188
13.54263534,77.32940497,5.961451128
13.48138701,77.30977485,5.773827068
13.42013868,77.29014474,5.586203008
20.83611111,85.16944444,2.55
21.50055556,85.25722222,2.7
20.83888889,85.09944444,4.4
20.84166667,85.21611111,1.9
21.01166667,84.48611111,3.95
21.0075,84.94888889,3.15
21.08166667,84.87166667,4.35
21.10694444,84.81583333,2.3
21.17555556,85.15638889,6.1
20.83833333,85.03555556,8.67
21.0175,85.17444444,7.1
20.96888889,84.65083333,2.33
20.84888889,85.16888889,3.45
21.07222222,85.14166667,1.35
21.13944444,85.16777778,15.35
21.26611111,85.20111111,7.66
20.755,85.1,3.1
20.6875,85.18555556,3.4
20.88666667,85.21916667,9.19
20.82277778,85.05916667,4.45
20.72111111,84.86944444,3.5
20.64583333,84.83611111,6.5
20.80164863,85.04412699,6.68
20.78807328,85.04468019,6.84
20.77449793,85.04523339,7
20.76092258,85.04578659,7.15
20.74734723,85.0463398,7.31
20.73377188,85.046893,7.47
20.72019653,85.0474462,7.62
20.70662118,85.04799941,7.78
20.69304583,85.04855261,7.94
20.67947048,85.04910581,8.09
20.66589513,85.04965902,8.25
20.65231978,85.05021222,8.41
20.63874443,85.05076542,8.56
20.62516908,85.05131862,8.72
20.61159373,85.05187183,8.88
20.59801838,85.05242503,9.03
20.58444303,85.05297823,9.19
20.87638889,84.88194444,3.9
20.92638889,85.00416667,2.55
21.42916667,85.1925,2.2
20.59833333,84.7875,3.75
20.72194444,84.53138889,1.95
20.97638889,85.02638889,1.45
21.01944444,85.16944444,8.3
20.90666667,84.82055556,2.95
20.91805556,84.88277778,2.32
20.88527778,84.62277778,2.3
20.88,85.16777778,3.57
20.84666667,84.87916667,8.4
21.26611111,85.19666667,4
21.39444444,85.15111111,2.75
21.16666667,85.15694444,4
22.93055556,81.60833333,6.86
23.20944444,81.985,1.47
23.14305556,81.59722222,3.21
23.00972222,81.61027778,6.65
22.98361111,81.88944444,4.64
23.03055556,81.83888889,3.27
23.11944444,81.70055556,6.2
23.18277778,81.82305556,0.81
22.85833333,81.64583333,1.95
22.67444444,81.76111111,10.42
23.19583333,81.97861111,5
23.21444444,82.10416667,2.86
23.19583333,81.97861111,3.8
23.25166667,81.88444444,1.36
23.06638889,81.63277778,9.82
23.11944444,81.70055556,2.22
23.19583333,81.97861111,2.5
22.93333333,81.60833333,4.82
22.93333333,81.60833333,6.74
22.82333333,81.69777778,2.48
22.93333333,81.60833333,3.24
26.28888889,87.25194444,2.7
26.2575,87.23111111,1.95
26.32277778,87.23194444,2.66
26.0525,87.15027778,2.08
26.34944444,87.23138889,2.93
26.1375,87.42916667,3.28
26.3375,87.25,2.45
26.06944444,87.23388889,2.28
26.14583333,87.65416667,2.25
24.40194444,78.11055556,4.62
24.52888889,78.10166667,6.13
24.55944444,78.08805556,7.93
24.40305556,78.10944444,4.08
24.73555556,77.78944444,9.75
24.34166667,77.96916667,13.2
24.36555556,77.87472222,1.43
24.71166667,78.13583333,5.41
24.56333333,77.72416667,5.14
24.62777778,77.56333333,10.1
24.7125,78.13638889,4.37
24.7625,77.85833333,3.62
24.84222222,77.88,7.76
24.87833333,77.82833333,9.78
24.61472222,77.73111111,1.3
24.42972222,77.81638889,7.25
24.73972222,78.00138889,4.1
20.01666667,75.39444444,4.8
20.16666667,75.06666667,8.5
20.26666667,75.13333333,7.6
20.00416667,75.19166667,16.3
20.08333333,75.15,11.35
20.01666667,74.8,5.05
20.13333333,74.85,8
19.91666667,74.75,7.5
20.125,75.46666667,3.35
20.16666667,75.63333333,4.7
20.23333333,75.65,5.5
20.54166667,75.74166667,2.4
20.45638889,75.71,7.7
20.29111111,75.27194444,6.3
19.88916667,75.31166667,2.75
19.8475,74.83111111,7.8
19.86833333,75.47138889,10.1
19.88472222,75.33666667,5.8
19.88611111,75.315,6.5
19.89472222,75.27194444,5.1
19.9025,75.3125,6.5
20.03472222,75.03472222,8.7
19.95,75.16361111,11.8
19.93166667,74.71055556,7.3
20.05638889,74.89444444,11.4
19.65111111,75.33527778,7.25
19.69944444,75.00638889,4.75
19.73111111,75.12416667,15.55
19.53194444,75.50666667,5.4
20.58277778,75.67305556,2.9
20.29166667,75.34583333,5
25.78472222,83.07222222,0.9
25.94305556,82.9875,6.2
25.97333333,82.775,0.85
26.20138889,83.22972222,3.87
26.20555556,83.21805556,1.86
26.17638889,82.90416667,7.33
26.2,83.01666667,2.01
26.09166667,82.86666667,4.23
26.13611111,83.09722222,3.82
26.05416667,83.06388889,1.82
26.15,83.3,6.93
26.05,83.275,2.4
26.04166667,83.16666667,9.33
26.01666667,82.93194444,1.81
25.67638889,83.10277778,0.79
25.89166667,83.2,2.28
25.925,83.05,1.36
25.89444444,82.81666667,2.71
25.86666667,82.9,1.41
25.75833333,82.99166667,0.62
16.1625,75.36805556,4.23
16.05,75.7875,7.35
15.91666667,75.67777778,8.1
15.91611111,75.51027778,38.2
16.1,76.28333333,3.5
16.36666667,75.275,4.89
16.35,75.64166667,3.37
16.1,76.17916667,4.45
16.375,75.52916667,1.92
16.69166667,75.33333333,3.48
16.47916667,75.13194444,4.72
16.01666667,76.19166667,5.35
16.05416667,75.94166667,2.8
15.86444444,75.62027778,30.3
16.01083333,75.545,4.73
16.04666667,75.75277778,11.03
15.96166667,75.96555556,11.5
15.97638889,76.12222222,3.55
16.06,76.05083333,5.7
16.53972222,75.32972222,3.05
16.21777778,75.60944444,7.75
16.33944444,75.27611111,5.72
16.38388889,75.15166667,4.8
16.475,75.10833333,3.6
16.5125,75.27083333,17.1
16.06388889,76.10833333,5.43
16.5125,75.26388889,26.07
27.41111111,81.37833333,0.99
27.55555556,81.43888889,1.63
27.71944444,81.37916667,2.7
27.86111111,81.51111111,9.05
27.88333333,81.51388889,7.62
28.33333333,81.13361111,3
27.98333333,81.41666667,2.43
28.00611111,81.26111111,3
27.30416667,81.55972222,2.92
27.835,81.605,7.22
27.53833333,81.43833333,1.47
21.66444444,80.01722222,5.24
21.81277778,80.18361111,4.33
21.515,80.6175,6.78
21.63055556,79.83888889,3.42
21.63055556,80.25,10.23
21.77083333,79.80333333,3.24
21.71388889,79.79722222,2.07
21.55138889,80.40833333,6.31
21.63611111,79.78611111,5.86
21.81055556,80.04583333,3.87
21.76333333,80.05194444,5.04
21.79027778,79.92861111,2
21.89638889,80.79527778,2.67
21.78055556,80.81,3.9
21.96555556,80.125,6.73
21.96944444,80.49027778,6
22.23583333,80.87083333,1.35
21.60555556,79.7625,2.62
22.01111111,80.73972222,4.05
22.14166667,80.36944444,2.96
22.17638889,80.30083333,5.56
22.14166667,80.125,3.92
22.15277778,80.21666667,1.49
22.10416667,80.55138889,4.61
22.15416667,80.67222222,2.82
22.18333333,80.71388889,1.31
22.01166667,80.54638889,2.33
21.39777778,80.62694444,2.77
21.60111111,79.97916667,2.63
21.77083333,79.80333333,3.08
21.93,80.35194444,6.47
22.125,80.48055556,2.59
22.28805556,80.99861111,1.98
21.62638889,80.32861111,2.22
21.67638889,79.95222222,2.28
21.705,80.225,12.47
21.9475,80.04666667,4.58
22.02583333,79.98555556,2.86
22.05194444,80.68055556,5.12
21.89638889,80.79527778,4.38
21.77083333,79.80333333,3.83
22.14166667,80.125,6.02
22.10416667,80.55138889,3.2
21.76333333,80.05194444,2.24
21.83194444,80.15166667,3.91
21.47083333,80.4875,3.17
20.67972222,83.52083333,1.67
20.73444444,83.57916667,4.3
20.74111111,83.49555556,3.92
20.47916667,82.92777778,3
20.70916667,83.08527778,3.56
20.74638889,82.94472222,3.2
20.31388889,83.31666667,2.5
20.34055556,82.90972222,5.25
20.3425,83.045,3.3
20.71388889,83.44083333,2.37
20.71666667,83.28333333,3.48
20.47916667,82.92777778,5.34
20.625,82.76527778,7.3
20.58944444,82.97166667,4.8
20.72361111,83.52638889,2.3
20.72916667,83.56333333,1.9
20.745,83.62361111,5.8
20.87833333,83.55277778,3.5
20.73,83.0125,2.36
20.78611111,83.49916667,3.65
20.73083333,83.36388889,2.06
20.46527778,83.05277778,3.05
20.38472222,83.0125,5.6
20.82083333,83.49888889,2
20.69833333,83.12416667,5
20.70666667,83.15083333,1.53
20.71611111,83.22222222,2.4
20.62583333,83.40194444,2
20.66722222,83.45444444,2.39
20.72166667,83.31027778,3.4
20.73194444,83.38944444,3
20.73694444,83.40277778,1.5
20.78583333,83.50222222,3.3
20.98,83.49111111,2.9
21.00194444,83.44166667,4
21.01222222,83.40694444,5.5
20.33694444,82.86361111,3.4
20.34722222,82.94194444,4.6
20.30472222,83.29166667,2.37
20.35222222,83.31,2
20.84916667,83.51138889,3.35
20.87472222,83.51416667,3
20.21166667,83.01166667,4.5
20.2325,83.0775,3.7
20.2475,83.10666667,3.7
20.27416667,83.2425,2.75
20.23111111,82.94138889,3.9
20.47222222,83.09361111,1.8
20.30027778,82.925,5.3
20.45083333,83.36416667,2.8
20.50388889,83.13472222,2.45
20.42694444,82.90916667,2.45
20.43555556,82.91305556,2.85
20.43555556,82.91305556,1.1
20.49166667,82.92,4.1
25.74444444,84.01027778,0.48
25.81388889,83.88888889,1.27
25.73333333,84.29305556,1.97
25.75,84.16666667,3.77
25.75277778,84.10555556,4.23
25.78333333,84.45416667,4.09
25.75,84.6,1.92
25.73333333,84.51666667,4.15
25.81888889,83.975,0.34
25.85,83.86166667,1.75
25.825,84.21388889,1.85
26.12333333,83.87166667,1.1
25.83333333,84.03333333,0.55
25.95138889,84.00833333,1.7
25.93555556,84.08333333,1.28
25.8125,84.16805556,3.62
27.66388889,82.65722222,2.3
27.45,82.28472222,2.7
27.65361111,82.28083333,2.95
27.275,82.28666667,1.32
27.35444444,82.35611111,1.98
27.37916667,82.53888889,2.16
27.5375,82.5375,1.78
27.52166667,82.66666667,0.3
27.73694444,82.25277778,9.83
27.49583333,82.08611111,2.63
27.41388889,82.41388889,1.25
27.655,82.52333333,8.75
27.41666667,82.16666667,2.6
27.59444444,82.33611111,1.56
24.29722222,72.94722222,8.51
24.61638889,71.63861111,8.04
24.52916667,71.54166667,2.31
24.385,71.61944444,11.76
24.16666667,72.72777778,16.44
24.175,72.74583333,13.77
24.33611111,72.84722222,5.52
24.17222222,72.45,39.57
24.2775,72.26138889,25.27
24.23055556,71.91222222,141.23
24.23083333,71.9125,105.85
24.27222222,71.65472222,35.78
24.65833333,71.76666667,21.04
24.14111111,72.58472222,18.61
24.18888889,72.76055556,34.23
24.18888889,72.76527778,9.19
24.19444444,72.43333333,27.54
24.25666667,72.1875,73.59
24.37694444,72.12638889,16.53
24.21805556,72.24805556,80.59
24.34583333,72.5375,28.76
24.43611111,72.36527778,14.49
24.50611111,72.02916667,80.06
24.36111111,71.51111111,20.94
24.50277778,72.18611111,72.63
24.58611111,71.93333333,57.67
24.58611111,71.93333333,57.31
24.49583333,71.83611111,45.88
24.49583333,71.83611111,42.02
24.49583333,71.83611111,42.74
24.05972222,71.59611111,33.53
24.25666667,72.1875,57.59
24.31388889,71.81805556,78.1
24.35833333,71.50833333,23.6
24.385,71.61944444,11.42
24.02861111,72.38083333,147.01
25.19833333,80.49583333,1.45
25.44166667,80.15166667,10
25.42916667,80.38333333,6.5
25.24166667,80.65,3.8
25.31472222,80.39166667,1.55
25.37222222,80.475,0.95
13.04166667,77.575,38.3
12.70833333,77.7,20.6
12.86666667,77.58333333,9.75
12.86805556,77.65,18.17
12.86944444,77.53888889,13.53
12.79583333,77.60694444,2
12.75277778,77.51111111,24.56
13.04166667,77.58333333,4
12.9225,77.57916667,3.95
12.97916667,77.41944444,8.98
12.93333333,77.74166667,33.04
12.94444444,77.7,10.98
13.10833333,77.6,23.28
12.94416667,77.55833333,3.3
13.14166667,77.45833333,26.47
13.075,77.4375,30.44
12.97083333,77.6375,9.24
12.76166667,77.65944444,8.13
12.895,77.55305556,4.54
12.89361111,77.59944444,16.9
12.91027778,77.56805556,11.54
12.91111111,77.56777778,3.15
12.91888889,77.65277778,2.63
12.92833333,77.55638889,3
12.93861111,77.59222222,9.33
12.94861111,77.57194444,7.33
12.94888889,77.59694444,2.75
12.98194444,77.55555556,2.25
12.98194444,77.62916667,2.27
12.99277778,77.59611111,1.1
13.00416667,77.5725,5.45
13.0275,77.56944444,34.67
13.05972222,77.57694444,4.33
13.09527778,77.60583333,2.77
13.0975,77.60944444,9.3
13.0625,77.34583333,14.81
13.25,77.725,23.27
13.18888889,77.22777778,2.51
13.1875,77.47083333,39.03
13.075,77.775,31.08
13.16805556,77.225,2.97
13.34166667,77.775,10.14
13.275,77.65,4.42
12.91666667,77.83333333,2.63
13.36388889,77.52111111,9.69
13.29166667,77.54166667,9.92
13.30833333,77.54166667,24
13.17583333,77.21194444,3.21
13.29972222,77.70027778,3.13
13.28694444,77.53833333,1.91
13.25,77.7,13.38
13.06666667,77.31666667,4.53
24.75,86.72916667,3.82
25.00833333,86.97916667,4.78
24.88333333,87.02083333,2.25
24.89583333,86.92083333,1.82
24.87916667,87.13333333,4.68
25.05277778,86.86111111,2.04
23.25583333,87.14416667,3.47
23.24694444,86.85888889,2.73
23.30222222,87.41111111,7.5
23.31888889,87.42111111,2.64
23.39472222,86.97555556,2.13
23.17944444,87.33972222,2.5
23.15888889,87.06916667,2.6
23.19861111,87.06694444,4.6
23.20333333,87.06361111,4.02
23.205,87.53055556,0.64
23.21888889,87.55444444,1.66
23.25694444,87.47138889,1.1
22.97583333,87.4575,2.42
23.01111111,87.41805556,3.5
22.98055556,87.49166667,1.67
23.0125,87.34444444,1.06
23.02083333,87.3375,13.88
23.28638889,86.99611111,2.86
23.29166667,87.45083333,1.94
23.30416667,87.40416667,3.5
22.8,86.94583333,4.98
23.29638889,87.17666667,1.92
23.38611111,87.33055556,3.55
23.29722222,86.9625,1.44
23.3125,86.9375,3.77
23.42694444,87.26666667,1.88
23.30555556,87.21666667,3.37
23.39805556,87.25694444,3.59
23.40277778,87.28611111,2.09
23.42055556,87.11027778,2.76
23.58361111,87.05388889,3.45
23.52083333,86.95,6.06
23.52277778,86.905,2.95
23.47277778,87.03666667,2.52
22.82305556,86.64194444,5.91
23.03722222,86.80388889,1.87
23.03111111,87.15222222,4.74
23.05694444,87.13194444,2.46
23.06666667,87.08333333,5.44
23.06666667,87.24583333,1.38
23.09194444,87.11416667,2.86
23.1,87.06666667,1.63
23.03333333,87.5,11.4
23.06305556,87.45,0.56
23.06666667,87.45,3.35
23.07777778,87.43472222,1.05
23.085,87.42777778,1.34
23.15166667,86.87805556,2.05
23.19833333,86.95916667,5.93
23.41666667,74.38333333,1.42
23.575,74.11666667,2.63
23.43333333,74.06666667,0.95
23.40416667,74.26666667,0.15
23.37555556,74.27916667,1.51
23.51666667,74.66666667,5.2
23.53333333,74.63333333,0.52
23.51666667,74.16666667,1
23.59,74.175,1.6
23.49583333,74.1,0.2
23.5,74.1,1.42
23.61666667,74.28333333,1.34
23.46666667,74.075,1.22
23.65611111,74.38972222,1.79
23.86388889,74.45833333,0.32
23.89444444,74.44305556,2.08
23.76666667,74.25277778,1.44
23.66666667,74.3375,0.56
23.68333333,74.51666667,2.65
23.15,74.59166667,0.82
23.2,74.45,0.77
23.2,74.46666667,1.56
23.17222222,74.29027778,2.49
23.225,74.3,1.72
23.32694444,74.36166667,1.46
23.42111111,74.29194444,2.52
23.44166667,74.36888889,1.3
23.50916667,74.3775,1.63
23.50916667,74.38444444,0.83
23.31277778,74.37972222,0.53
23.55027778,74.68583333,0.36
23.5575,74.60111111,1.54
23.89444444,74.44305556,1.12
23.66666667,74.3375,1.29
23.78333333,74.46666667,0.66
23.56805556,74.2725,0.83
26.75,81.48333333,11.28
26.63777778,81.51416667,8.35
26.62222222,81.34166667,5.92
26.97555556,81.52611111,5.83
26.98333333,81.29833333,5.23
26.6375,81.30833333,4.89
26.77083333,81.40833333,4.73
26.93916667,81.56916667,6.25
26.57333333,81.43027778,4.18
26.69722222,81.24861111,5.05
26.83333333,81.475,8.89
27.125,81.29833333,4.84
27.13611111,81.39444444,3.01
27.10277778,81.19027778,2.96
27.16666667,81.21666667,3.49
27.18666667,81.10833333,4
24.43611111,76.7,4.52
25.20833333,77.35833333,2.45
24.48333333,76.6,2.5
24.99166667,76.475,4.8
25.25,77.13333333,1.78
25.26333333,77.26333333,2.6
25.24166667,76.50416667,9.42
25.30555556,76.32916667,2.05
25.325,76.5125,3.98
25.15833333,76.3,3.81
24.66333333,76.84361111,10.52
24.75833333,76.74166667,6.69
24.8875,76.66111111,5.09
25.09138889,76.79361111,1.04
25.10833333,76.63333333,6.81
25.13333333,76.9,3.1
25.18777778,77.10555556,2.72
24.62444444,76.70194444,9.48
23.71555556,86.88361111,2.05
23.75638889,87.02361111,1.45
23.76694444,86.94583333,2.03
23.66194444,87.06583333,1.82
23.685,86.97722222,2.15
23.68722222,86.98388889,1.43
23.6875,87.08444444,2.62
23.14861111,88.00361111,8.28
23.04861111,87.78388889,18.22
23.84777778,86.89888889,1.45
23.76388889,86.91666667,1.69
23.01555556,87.84194444,6.47
23.24361111,87.8475,3.35
23.18277778,87.92416667,8.13
23.75916667,86.87583333,1.64
23.71055556,87.28666667,1.25
23.73583333,86.81472222,1.28
23.15527778,88.27388889,22.04
23.22138889,88.36083333,13.11
23.63333333,88.125,5.11
23.53333333,87.3,4.09
23.54583333,87.27555556,1.46
23.76638889,86.84527778,1.76
23.36222222,87.56,7.5
23.52277778,87.80111111,17.94
23.52833333,88.02388889,26.93
23.54944444,87.99194444,9.98
23.66027778,86.93222222,6.78
28.325,79.58333333,5.6
28.36666667,79.21666667,6.45
28.36666667,79.4,5.93
28.54305556,79.44444444,3.94
28.71666667,79.31666667,3
28.77916667,79.5,1.51
28.39166667,79.41666667,8.92
28.36666667,79.10666667,9.65
28.46666667,79.11666667,7.9
28.49583333,79.45,3.25
28.54166667,79.3,4.89
28.46666667,79.3,5.55
28.575,79.39,6.12
28.33611111,79.59583333,4.82
21.22222222,83.59444444,3.01
21.20138889,83.88194444,1.26
21.20694444,83.64777778,2.15
21.20833333,83.79166667,2.66
21.25888889,83.87,6.92
21.24166667,83.7625,4.05
21.10972222,83.84166667,1.21
21.14305556,83.61805556,4.82
21.15972222,83.62638889,1.75
21.68666667,83.56527778,2.4
21.58472222,83.41527778,2.9
21.40833333,83.7875,1.26
21.42083333,83.81666667,2.99
21.33611111,83.62222222,3.95
21.37083333,83.78333333,4.41
21.37222222,83.6625,2.44
21.39583333,83.705,3.03
21.4,83.825,1.51
21.38055556,83.78055556,3.31
21.30694444,83.76527778,3.98
21.34583333,83.78388889,2.63
21.35138889,83.83388889,3.15
20.935,83.07055556,6.32
20.90583333,82.79333333,1.48
20.95194444,82.88666667,4.58
20.95416667,82.93388889,3.24
20.96388889,82.81888889,3.31
20.82694444,82.72333333,3.44
20.89305556,83.35138889,3.58
20.96222222,83.315,2.18
21.18833333,83.46361111,7.03
21.14416667,83.25777778,3.82
21.13527778,83.48972222,6.62
21.15944444,83.46916667,2.61
21.25055556,83.56777778,3.66
21.16527778,83.79861111,2.91
21.17222222,83.85555556,2.63
21.19611111,83.75083333,4.46
21.21944444,83.63472222,2.94
21.35805556,83.60055556,1.67
21.40388889,83.61694444,2.71
21.40861111,83.58444444,3.8
21.44861111,83.41888889,1.83
21.46722222,83.53472222,1.91
21.47388889,83.47777778,2.09
21.50694444,83.5,1.98
21.39888889,83.65555556,2.72
21.43916667,83.68194444,2.19
21.585,83.42055556,3.63
21.675,83.61027778,1.65
20.86305556,82.76111111,3.23
21.26666667,83.7625,1.86
25.59583333,71.23333333,28.4
25.60833333,71.28333333,9.63
25.48333333,71.4,44.8
25.67777778,71.22361111,11.62
25.775,71.08333333,5.95
25.57444444,71.39861111,50.75
25.71666667,71.11666667,46.1
25.90833333,71.24166667,14.2
25.73611111,71.39722222,14.3
25.74166667,70.95833333,20.67
26.05,72.35833333,11.69
26.06666667,72.66666667,4.3
25.92638889,71.75416667,32.52
25.88333333,71.35,84
26.2,71.825,20.87
26.02916667,71.77916667,29.11
25.79166667,71.6,33.7
26.33833333,71.55555556,84.85
26.275,71.30555556,34.25
25.76944444,70.32083333,72.2
26.19305556,71.24305556,3.35
25.84583333,70.93888889,12.82
26.06666667,70.98333333,6.12
25.91527778,70.875,18.75
26.25972222,71.60555556,58.69
25.74027778,70.63888889,98.75
26.095,71.02277778,13.72
25.70416667,71.4125,23.05
25.98333333,71.11666667,13.2
25.94166667,72.36861111,10.47
25.99166667,70.16666667,40
25.34583333,71.4,59.86
25.12222222,71.58888889,7.4
25.15833333,71.45416667,15.42
25.3375,70.86527778,63.44
24.88333333,71.21666667,4.55
24.92222222,71.15,30.32
25.06916667,71.51611111,92.6
25.23944444,71.46666667,57.16
25.99361111,71.48138889,72.1
26.16083333,71.575,54.71
24.825,71.15833333,6.52
25.80833333,71.03888889,10.6
30.3625,75.525,37.45
30.475,75.32166667,28.35
30.3625,75.525,37.44
30.35833333,75.65416667,33.3
30.42222222,75.65,37.5
30.4375,75.4375,31.5
30.57777778,75.67444444,28.2
30.51666667,75.39166667,22.4
30.52277778,75.55916667,32.45
30.52916667,75.64166667,36.9
30.29166667,75.3875,30.9
21.6825,74.92333333,6.99
21.69361111,75.10277778,3.88
21.93472222,75.13638889,17.43
21.93638889,75.13611111,4.1
21.87138889,75.18472222,2.38
22.03888889,75.00166667,14.45
22.04083333,75.04638889,14.05
21.80888889,75.17527778,6.55
21.98083333,75.3025,9.63
21.56944444,75.32444444,4.83
19.36027778,81.83638889,2.49
19.08611111,82.02833333,6.54
19.09583333,81.95833333,4.22
19.06388889,82.14722222,3.21
19.33055556,81.83194444,2.31
19.3325,81.83194444,4.63
19.00833333,81.86277778,2.16
19.13805556,81.86083333,2.49
19.20138889,81.93611111,4.06
19.01027778,81.94222222,2.51
19.85833333,81.6375,11.21
20.05416667,81.57222222,2.37
20.12083333,81.53333333,2.91
19.3325,81.83194444,3.13
19.28333333,81.95,2.19
19.36944444,81.79166667,3.16
26.63333333,82.69166667,2.63
26.76666667,82.55638889,4.13
26.69166667,82.68333333,2.2
26.80416667,82.29583333,2.39
26.8,82.73333333,6.06
27.01805556,82.66805556,1.62
27.025,82.65,2.42
26.8,82.46666667,3.7
30.48527778,75.24222222,31
30.51388889,75.16666667,27.73
30.55305556,75.1625,24.05
30.10555556,75.18055556,14.81
30.13055556,74.66805556,2.06
30.16388889,75.15,24.52
30.39583333,75.13333333,27.22
30.03055556,75.06666667,8.53
30.06805556,74.80138889,6.37
30.06944444,75,4.55
29.96388889,75.03333333,8.4
29.99111111,75.02638889,7.1
29.99305556,75.09166667,9.19
30.03138889,75.17861111,9.95
30.05527778,75.09861111,9.2
30.04472222,74.96694444,5.75
30.09611111,74.81194444,6.31
30.1,74.75,9.65
30.10694444,74.92444444,7.11
30.12638889,74.79611111,10.46
30.15777778,75.25277778,20.94
30.18388889,75.19055556,25.67
30.18388889,75.19055556,23.73
30.15,75,13.82
30.15,75,13.14
30.1525,74.965,7.64
30.16666667,74.83333333,14.8
30.16555556,75.04166667,16.45
29.84861111,75.17305556,6.1
29.90888889,75.12805556,9.8
30.21361111,75.25277778,26.43
30.235,75.34777778,28.85
30.29083333,74.81361111,11.72
30.2,74.81666667,5.46
30.22888889,74.78805556,7.55
30.22888889,74.78805556,7.51
30.23333333,74.78333333,10.15
30.34138889,74.96388889,17.81
30.36194444,74.83472222,14.75
30.31055556,75.1925,20.81
30.37305556,75.11555556,24.43
30.26027778,75.20222222,24.16
30.26666667,75.09166667,18.93
30.31972222,75.08944444,23
30.3625,75.24166667,24.03
30.3625,75.24166667,24.35
30.36722222,75.30777778,27.1
30.39166667,75.23527778,25.94
30.31444444,75.30972222,29.45
30.36,75.20944444,24.4
30.42666667,75.06,22.03
30.43333333,75.175,19.43
30.43361111,75.09972222,24.4
30.45111111,75.25166667,31.43
20.8375,84.325,5.1
20.62222222,84.605,4.85
20.76388889,84.31666667,2.1
20.70138889,84.48611111,1.06
20.70194444,84.3675,4
20.77777778,83.87666667,3.8
20.72611111,83.80888889,3.7
20.64222222,83.74111111,2.35
20.62555556,84.42722222,2.88
20.80666667,84.09583333,1.3
20.80694444,84.12888889,1.44
20.78472222,83.88611111,2.7
20.43027778,84.53388889,1.5
20.54416667,84.42527778,3.7
20.56722222,84.45777778,3.75
20.59194444,84.50277778,1.3
20.63527778,84.42222222,3.9
20.66166667,84.39111111,3.3
20.69583333,84.13861111,4
20.70222222,84.16972222,2.5
20.7025,84.07305556,3.8
20.74444444,84.07777778,2.4
20.75722222,84.07027778,1.8
20.79166667,84.06583333,1.5
20.805,84.22444444,1.4
